protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201502514;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;17/5/2015;22/5/2015;17/5/2015;17/5/2015;52482
201502515;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;17/5/2015;22/5/2015;17/5/2015;17/5/2015;52483
201502516;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;17/5/2015;22/5/2015;17/5/2015;17/5/2015;52484
201502517;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;17/5/2015;22/5/2015;17/5/2015;17/5/2015;52485
201502518;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;21/5/2015;22/5/2015;21/5/2015;3/6/2015;52486
201502519;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;28/5/2015;31/5/2015;52487
201502520;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;28/5/2015;1/6/2015;52488
201502521;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;29/5/2015;1/6/2015;52489
201502522;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;28/5/2015;29/5/2015;52490
201502523;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;31/5/2015;12/6/2015;52491
201502524;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;22/5/2015;31/5/2015;2/6/2015;52492
201502525;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;25/5/2015;28/5/2015;29/5/2015;52493
201502526;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;25/5/2015;30/5/2015;6/6/2015;52494
201502527;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;28/5/2015 a 1/6/2015;25/5/2015;30/5/2015;4/6/2015;52495
201502528;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52496
201502529;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52497
201502530;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52498
201502531;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52499
201502532;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52500
201502533;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52501
201502534;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52502
201502535;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;TEMPO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;SILVANA HELENA NAVARRO;FECHAMENTO;NÃO;5/6/2015 a 20/6/2015;25/5/2015;20/6/2015;10/7/2015;52503
201502536;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52504
201502537;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;22/5/2015;18/5/2015;18/5/2015;52505
201502538;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AGUARDANDO ENCERRAMENTO DO REGISTRO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;13/5/2015 a 13/5/2015;22/5/2015;13/5/2015;3/10/2015;52506
201502539;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;21/5/2015;22/5/2015;21/5/2015;15/7/2015;52507
201502540;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;22/5/2015;21/5/2015;20/7/2015;52508
201502541;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;1/6/2015 a 5/6/2015;1/6/2015;;;52509
201502542;LOG-IN LOGÍSTICA INTERMODAL S/A;VIAGEM;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;SIMONE CARDOSO;FECHAMENTO;NÃO;29/5/2015 a 4/7/2015;25/5/2015;3/6/2015;13/6/2015;52510
201502543;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;JEDIEL SOUSA SILVA;CIRCULARIZAÇÃO;NÃO;29/5/2015 a 2/6/2015;25/5/2015;;;52511
201502544;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;28/5/2015 a 1/6/2015;;;;52512
201502545;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;JEDIEL SOUSA SILVA;CIRCULARIZAÇÃO;NÃO;29/5/2015 a 2/6/2015;;;;52513
201502546;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;25/5/2015;18/5/2015;18/5/2015;52514
201502547;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;30/5/2015 a 3/6/2015;25/5/2015;3/6/2015;12/6/2015;52515
201502548;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;29/5/2015 a 2/6/2015;;;;52516
201502549;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;30/5/2015 a 3/6/2015;25/5/2015;30/5/2015;10/6/2015;52517
201502550;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;22/5/2015;25/5/2015;22/5/2015;29/5/2015;52518
201502551;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;17/5/2015;25/5/2015;17/5/2015;17/5/2015;52519
201502552;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;JORGE JÚLIO GUILHERME DOS REIS STRAUCH;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;26/5/2015;3/6/2015;28/6/2015;52520
201502553;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;26/5/2015 a 30/5/2015;27/5/2015;26/5/2015;3/7/2015;52521
201502554;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;26/5/2015;2/6/2015;4/6/2015;52522
201502555;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;29/5/2015 a 2/6/2015;26/5/2015;;;52523
201502556;POSIDONIA SERVIÇOS MARÍTIMOS LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;29/5/2015 a 2/6/2015;26/5/2015;;;52524
201502557;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;22/5/2015;25/5/2015;22/5/2015;13/6/2015;52525
201502558;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;24/7/2015 a 24/8/2015;;;;52526
201502559;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52527
201502560;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52528
201502561;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52529
201502562;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52530
201502563;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;RENATA DE MELLO CAMPOS LIMMER;FECHAMENTO;NÃO;29/5/2015 a 2/6/2015;27/5/2015;29/5/2015;11/6/2015;52531
201502564;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52532
201502565;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;19/5/2015;26/5/2015;19/5/2015;19/5/2015;52533
201502566;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;20/5/2015;52534
201502567;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;20/5/2015;52535
201502568;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;20/5/2015;52536
201502569;ACAMIN NAVEGAÇÃO E SERVIÇOS MARÍTIMOS LTDA.;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA CONFIRMAÇÃO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;SOLICITAÇÃO;NÃO;1/9/2015 a 15/11/2015;8/6/2015;;;52537
201502570;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;2/6/2015 a 6/6/2015;28/5/2015;2/6/2015;;52538
201502571;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CONFIRMAÇÃO;NÃO;2/6/2015 a 6/6/2015;28/5/2015;2/6/2015;;52539
201502572;ZEMAX LOG SOLUÇÕES MARÍTIMAS S.A.;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PETER KING;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;27/5/2015;6/6/2015;13/6/2015;52540
201502573;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;27/5/2015;2/6/2015;3/6/2015;52541
201502574;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;1/6/2015 a 5/6/2015;27/5/2015;1/6/2015;4/6/2015;52542
201502575;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;JEDIEL SOUSA SILVA;CIRCULARIZAÇÃO;NÃO;1/6/2015 a 5/6/2015;28/5/2015;;;52543
201502576;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;1/6/2015 a 5/6/2015;27/5/2015;1/6/2015;4/6/2015;52544
201502577;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;20/5/2015;52545
201502578;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;18/6/2015;52546
201502579;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;26/5/2015;20/5/2015;20/5/2015;52547
201502580;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;26/5/2015;18/5/2015;18/6/2015;52548
201502581;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;1/6/2015 a 5/6/2015;;;;52549
201502582;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;18/5/2015;26/5/2015;18/5/2015;2/7/2015;52550
201502583;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;CABOTAGEM;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;3/6/2015 a 7/6/2015;28/5/2015;;;52551
201502584;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO CANCELADO;LUIZ DE SOUSA CAVALCANTI;CIRCULARIZAÇÃO;NÃO;14/6/2015 a 18/6/2015;;;;52552
201502585;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;5/6/2015 a 9/6/2015;1/6/2015;;;52553
201502586;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;LONGO CURSO;AFRETAMENTO CANCELADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;CIRCULARIZAÇÃO;NÃO;2/6/2015 a 6/6/2015;;;;52554
201502587;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;DISPONÍVEL PARA FECHAMENTO;AUGUSTO BERTON VEDAN;CONFIRMAÇÃO;NÃO;4/6/2015 a 8/6/2015;27/5/2015;5/6/2015;;52555
201502588;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;INGRID LAZZARIN;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;28/5/2015;3/6/2015;21/6/2015;52556
201502589;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;RÔMULO CASTELO BRANCO GOMES DE ARAUJO;REGISTRO;NÃO;11/5/2015;26/5/2015;11/5/2015;3/6/2015;52557
201502590;CIA DE NAVEGAÇÃO NORSUL;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;2/6/2015 a 6/6/2015;29/5/2015;4/6/2015;11/6/2015;52558
201502591;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;AGUARDANDO ANÁLISE DE PRORROGAÇÃO DE AFRETAMENTO;VALQUIRIA VALERIA INACIO GALUZZI;CONFIRMAÇÃO;NÃO;25/7/2015 a 25/8/2015;7/7/2015;26/7/2015;;52559
201502592;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;JEDIEL SOUSA SILVA;CIRCULARIZAÇÃO;NÃO;1/6/2015 a 5/6/2015;27/5/2015;;;52560
201502593;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;AUGUSTO BERTON VEDAN;CIRCULARIZAÇÃO;NÃO;2/6/2015 a 6/6/2015;;;;52561
201502594;FLUMAR TRANSPORTES DE QUIMICOS E GASES LTDA;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;INGRID LAZZARIN;FECHAMENTO;NÃO;5/6/2015 a 9/6/2015;27/5/2015;7/6/2015;15/6/2015;52562
201502595;GEONAVEGAÇÃO S/A;CASCO NU;APOIO MARÍTIMO;AFRETAMENTO CANCELADO;LUIZ DE SOUSA CAVALCANTI;CIRCULARIZAÇÃO;NÃO;1/8/2015 a 30/8/2015;;;;52563
201502596;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52564
201502597;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52565
201502598;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52566
201502599;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52567
201502600;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52568
201502601;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52569
201502602;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/5/2015;52570
201502603;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIZ DE SOUSA CAVALCANTI;CIRCULARIZAÇÃO;NÃO;3/6/2015 a 7/6/2015;27/5/2015;;;52571
201502604;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;3/6/2015 a 7/6/2015;27/5/2015;3/6/2015;15/6/2015;52572
201502605;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;4/6/2015 a 8/6/2015;27/5/2015;5/6/2015;6/6/2015;52573
201502606;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015 a 22/5/2015;27/5/2015;21/5/2015;15/7/2015;52574
201502607;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AGUARDANDO ENCERRAMENTO DO REGISTRO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;20/6/2015;52575
201502608;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;28/5/2015;52576
201502609;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;20/5/2015;27/5/2015;20/5/2015;4/6/2015;52577
201502610;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;21/6/2015;52578
201502611;LOG-IN LOGÍSTICA INTERMODAL S/A;ESPAÇO;CABOTAGEM;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;21/5/2015;27/5/2015;21/5/2015;4/6/2015;52579
201502612;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;22/5/2015;27/5/2015;22/5/2015;22/5/2015;52580
